user_id,target_role,background_level,study_hours_per_week,market_scenario,gap_score,estimated_weeks_ready,readiness_label,A B Testing,Accessibility,Adobe Illustrator,Adobe Xd,Analytical Thinking,Attention To Detail,Business Acumen,CSS,Chrome Devtools,Collaboration,Communication,Creativity,Data Modeling,Design Systems,ETL Process,Empathy,Excel,Figma,Figma (Basic),Git,Github,Google Sheets,HTML,Hypothesis Testing,Information Architecture,Interaction Design,Invision,Javascript,Jupyter Notebook,Maze,Miro,Npm Yarn,Numpy,Pandas,Power Bi,Problem Solving,Prototyping,Python,React,Regression Analysis,Responsive Design,Rest Api,SQL,Sketch,Statistics,Tableau,Time Management,Typescript,Usability Testing,User Research,Visual Thinking,Vs Code,Vue.Js,Web Performance,Webpack,Wireframing
USR-0530,Data Analyst,Pemula,9.7,Normal,0.3984,63.7,Almost Ready,54.0,0.0,0.0,0.0,76.0,73.0,80.0,0.0,0.0,0.0,59.0,0.0,60.0,0.0,44.0,0.0,75.0,0.0,0.0,0.0,0.0,100.0,0.0,38.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,70.0,52.0,31.0,56.0,0.0,33.0,0.0,48.0,0.0,0.0,60.0,0.0,57.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0531,Data Analyst,Pemula,9.4,Booming,0.4947,58.6,Needs Work,80.0,0.0,0.0,0.0,69.0,61.0,34.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,55.0,0.0,50.0,0.0,0.0,0.0,0.0,69.0,0.0,74.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,48.0,0.0,49.0,51.0,0.0,60.0,0.0,41.0,0.0,0.0,68.0,0.0,49.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0532,Data Analyst,Menengah,4.2,Kompetitif,0.3836,174.8,Almost Ready,100.0,0.0,0.0,0.0,53.0,69.0,75.0,0.0,0.0,0.0,55.0,0.0,80.0,0.0,46.0,0.0,75.0,0.0,0.0,0.0,0.0,45.0,0.0,41.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,64.0,62.0,58.0,78.0,0.0,58.0,0.0,77.0,0.0,0.0,35.0,0.0,37.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0533,Data Analyst,Lanjutan,7.1,Normal,0.3004,54.6,Almost Ready,92.0,0.0,0.0,0.0,93.0,0.0,100.0,0.0,0.0,0.0,73.0,0.0,100.0,0.0,65.0,0.0,77.0,0.0,0.0,0.0,0.0,82.0,0.0,85.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,97.0,0.0,50.0,92.0,0.0,73.0,0.0,79.0,0.0,0.0,82.0,0.0,61.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0534,Data Analyst,Pemula,9.8,Normal,0.7264,104.1,Significant Gap,0.0,0.0,0.0,0.0,31.0,0.0,18.0,0.0,0.0,0.0,38.0,0.0,20.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,41.0,0.0,6.0,42.0,0.0,23.0,0.0,50.0,0.0,0.0,4.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0535,Data Analyst,Menengah,15.4,Booming,0.4385,33.4,Needs Work,69.0,0.0,0.0,0.0,47.0,71.0,65.0,0.0,0.0,0.0,63.0,0.0,80.0,0.0,76.0,0.0,48.0,0.0,0.0,0.0,0.0,48.0,0.0,41.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,80.0,73.0,63.0,0.0,70.0,0.0,79.0,0.0,0.0,38.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0536,Data Analyst,Pemula,11.1,Kompetitif,0.6694,119.2,Significant Gap,25.0,0.0,0.0,0.0,31.0,50.0,12.0,0.0,0.0,0.0,37.0,0.0,20.0,0.0,12.0,0.0,27.0,0.0,0.0,0.0,0.0,100.0,0.0,18.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,35.0,2.0,100.0,37.0,0.0,29.0,0.0,20.0,0.0,0.0,21.0,0.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0537,Data Analyst,Menengah,11.3,Kompetitif,0.4557,74.1,Needs Work,54.0,0.0,0.0,0.0,79.0,54.0,64.0,0.0,0.0,0.0,62.0,0.0,64.0,0.0,62.0,0.0,57.0,0.0,0.0,0.0,0.0,49.0,0.0,38.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,59.0,72.0,0.0,62.0,0.0,44.0,0.0,67.0,0.0,0.0,49.0,0.0,66.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0538,Data Analyst,Pemula,6.7,Booming,0.789,136.7,Significant Gap,12.0,0.0,0.0,0.0,28.0,22.0,50.0,0.0,0.0,0.0,49.0,0.0,25.0,0.0,20.0,0.0,38.0,0.0,0.0,0.0,0.0,28.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,24.0,27.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,31.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0539,Data Analyst,Pemula,3.7,Kompetitif,0.2582,127.0,Almost Ready,79.0,0.0,0.0,0.0,76.0,87.0,98.0,0.0,0.0,0.0,100.0,0.0,67.0,0.0,63.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,82.0,100.0,90.0,94.0,0.0,63.0,0.0,55.0,0.0,0.0,84.0,0.0,72.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0540,Data Analyst,Pemula,12.1,Kompetitif,0.7399,109.1,Significant Gap,8.0,0.0,0.0,0.0,43.0,17.0,50.0,0.0,0.0,0.0,5.0,0.0,25.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,47.0,22.0,29.0,0.0,36.0,0.0,32.0,0.0,0.0,7.0,0.0,50.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0541,Data Analyst,Pemula,12.5,Booming,0.6997,67.0,Significant Gap,50.0,0.0,0.0,0.0,34.0,43.0,33.0,0.0,0.0,0.0,26.0,0.0,37.0,0.0,44.0,0.0,50.0,0.0,0.0,0.0,0.0,33.0,0.0,21.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,23.0,37.0,0.0,46.0,0.0,13.0,0.0,28.0,0.0,0.0,7.0,0.0,34.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0542,Data Analyst,Menengah,12.7,Booming,0.5105,41.6,Needs Work,47.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,40.0,0.0,64.0,0.0,80.0,0.0,100.0,0.0,0.0,0.0,0.0,52.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,20.0,60.0,0.0,57.0,0.0,62.0,0.0,0.0,100.0,0.0,46.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0543,Data Analyst,Pemula,14.5,Normal,0.7268,68.5,Significant Gap,1.0,0.0,0.0,0.0,10.0,33.0,0.0,0.0,0.0,0.0,34.0,0.0,38.0,0.0,39.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,30.0,23.0,29.0,0.0,39.0,0.0,36.0,0.0,0.0,46.0,0.0,43.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0544,Data Analyst,Lanjutan,25.0,Kompetitif,0.2784,17.3,Almost Ready,87.0,0.0,0.0,0.0,100.0,71.0,88.0,0.0,0.0,0.0,96.0,0.0,76.0,0.0,69.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,66.0,64.0,75.0,0.0,0.0,89.0,0.0,72.0,0.0,0.0,91.0,0.0,81.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0545,Data Analyst,Pemula,12.7,Booming,0.7248,64.3,Significant Gap,32.0,0.0,0.0,0.0,24.0,17.0,49.0,0.0,0.0,0.0,39.0,0.0,34.0,0.0,37.0,0.0,43.0,0.0,0.0,0.0,0.0,27.0,0.0,42.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,27.0,0.0,29.0,41.0,0.0,41.0,0.0,24.0,0.0,0.0,24.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0546,Data Analyst,Pemula,11.6,Normal,0.7237,92.2,Significant Gap,27.0,0.0,0.0,0.0,44.0,50.0,33.0,0.0,0.0,0.0,25.0,0.0,29.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,28.0,0.0,9.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,18.0,38.0,48.0,41.0,0.0,18.0,0.0,12.0,0.0,0.0,27.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0547,Data Analyst,Pemula,11.4,Normal,0.4821,62.3,Needs Work,80.0,0.0,0.0,0.0,65.0,0.0,61.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,54.0,0.0,64.0,0.0,0.0,0.0,0.0,41.0,0.0,61.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,58.0,67.0,66.0,62.0,0.0,61.0,0.0,49.0,0.0,0.0,39.0,0.0,34.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0548,Data Analyst,Menengah,10.3,Normal,0.561,84.1,Needs Work,40.0,0.0,0.0,0.0,60.0,55.0,54.0,0.0,0.0,0.0,80.0,0.0,58.0,0.0,51.0,0.0,53.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,80.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,51.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0549,Data Analyst,Menengah,11.6,Booming,0.4475,43.5,Needs Work,0.0,0.0,0.0,0.0,53.0,22.0,72.0,0.0,0.0,0.0,100.0,0.0,37.0,0.0,48.0,0.0,74.0,0.0,0.0,0.0,0.0,54.0,0.0,55.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,72.0,0.0,71.0,80.0,0.0,52.0,0.0,62.0,0.0,0.0,42.0,0.0,70.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0550,Data Analyst,Menengah,7.4,Kompetitif,0.5014,123.1,Needs Work,80.0,0.0,0.0,0.0,0.0,63.0,71.0,0.0,0.0,0.0,67.0,0.0,55.0,0.0,62.0,0.0,68.0,0.0,0.0,0.0,0.0,24.0,0.0,55.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,40.0,32.0,67.0,72.0,0.0,66.0,0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0551,Data Analyst,Menengah,8.1,Normal,0.528,87.3,Needs Work,35.0,0.0,0.0,0.0,0.0,80.0,77.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,49.0,0.0,60.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,63.0,60.0,55.0,0.0,76.0,0.0,0.0,0.0,0.0,21.0,0.0,100.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0552,Data Analyst,Pemula,11.6,Booming,0.7129,70.3,Significant Gap,12.0,0.0,0.0,0.0,100.0,42.0,43.0,0.0,0.0,0.0,50.0,0.0,24.0,0.0,44.0,0.0,13.0,0.0,0.0,0.0,0.0,19.0,0.0,50.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,5.0,24.0,0.0,28.0,0.0,19.0,0.0,28.0,0.0,0.0,17.0,0.0,23.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0553,Data Analyst,Pemula,9.0,Booming,0.6985,90.4,Significant Gap,30.0,0.0,0.0,0.0,24.0,50.0,34.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,12.0,0.0,15.0,0.0,0.0,0.0,0.0,49.0,0.0,27.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,19.0,0.0,35.0,50.0,0.0,26.0,0.0,100.0,0.0,0.0,26.0,0.0,20.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0554,Data Analyst,Menengah,9.8,Booming,0.4003,45.7,Needs Work,72.0,0.0,0.0,0.0,80.0,40.0,67.0,0.0,0.0,0.0,55.0,0.0,68.0,0.0,33.0,0.0,67.0,0.0,0.0,0.0,0.0,80.0,0.0,59.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,51.0,41.0,73.0,62.0,0.0,51.0,0.0,52.0,0.0,0.0,59.0,0.0,74.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0555,Data Analyst,Pemula,17.3,Booming,0.7045,47.8,Significant Gap,45.0,0.0,0.0,0.0,30.0,33.0,49.0,0.0,0.0,0.0,25.0,0.0,28.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,36.0,44.0,39.0,50.0,0.0,36.0,0.0,35.0,0.0,0.0,24.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0556,Data Analyst,Lanjutan,3.0,Booming,0.3207,145.4,Almost Ready,0.0,0.0,0.0,0.0,97.0,97.0,94.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,74.0,0.0,92.0,0.0,0.0,0.0,0.0,65.0,0.0,62.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,51.0,69.0,100.0,86.0,0.0,88.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0557,Data Analyst,Lanjutan,8.8,Booming,0.3187,39.1,Almost Ready,0.0,0.0,0.0,0.0,90.0,68.0,84.0,0.0,0.0,0.0,88.0,0.0,95.0,0.0,82.0,0.0,66.0,0.0,0.0,0.0,0.0,83.0,0.0,84.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,99.0,0.0,77.0,0.0,0.0,0.0,0.0,73.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0558,Data Analyst,Pemula,20.5,Booming,0.7863,44.7,Significant Gap,31.0,0.0,0.0,0.0,24.0,0.0,50.0,0.0,0.0,0.0,28.0,0.0,35.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,46.0,0.0,24.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,16.0,0.0,0.0,47.0,0.0,20.0,0.0,5.0,0.0,0.0,0.0,0.0,16.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0559,Data Analyst,Menengah,5.4,Normal,0.4764,132.9,Needs Work,50.0,0.0,0.0,0.0,67.0,65.0,65.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,68.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,78.0,31.0,73.0,74.0,0.0,0.0,0.0,61.0,0.0,0.0,41.0,0.0,80.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0560,Data Analyst,Lanjutan,9.0,Kompetitif,0.2372,52.5,Almost Ready,65.0,0.0,0.0,0.0,100.0,76.0,85.0,0.0,0.0,0.0,94.0,0.0,78.0,0.0,56.0,0.0,74.0,0.0,0.0,0.0,0.0,82.0,0.0,63.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,73.0,86.0,50.0,100.0,0.0,76.0,0.0,62.0,0.0,0.0,79.0,0.0,50.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0561,Data Analyst,Pemula,6.4,Kompetitif,0.8194,239.3,Major Gap,0.0,0.0,0.0,0.0,0.0,36.0,46.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,24.0,0.0,26.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,26.0,23.0,37.0,26.0,0.0,21.0,0.0,43.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0562,Data Analyst,Pemula,24.9,Normal,0.7596,44.1,Significant Gap,15.0,0.0,0.0,0.0,40.0,50.0,0.0,0.0,0.0,0.0,41.0,0.0,12.0,0.0,27.0,0.0,20.0,0.0,0.0,0.0,0.0,18.0,0.0,17.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,39.0,17.0,0.0,0.0,0.0,31.0,0.0,43.0,0.0,0.0,16.0,0.0,38.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0563,Data Analyst,Lanjutan,7.4,Booming,0.3099,50.8,Almost Ready,64.0,0.0,0.0,0.0,78.0,100.0,98.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,77.0,0.0,100.0,91.0,0.0,72.0,0.0,83.0,0.0,0.0,70.0,0.0,82.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0564,Data Analyst,Pemula,16.0,Kompetitif,0.7439,88.3,Significant Gap,15.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,38.0,0.0,40.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,4.0,0.0,19.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,35.0,0.0,24.0,36.0,0.0,0.0,0.0,100.0,0.0,0.0,25.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0565,Data Analyst,Pemula,10.4,Kompetitif,0.705,132.2,Significant Gap,0.0,0.0,0.0,0.0,32.0,38.0,0.0,0.0,0.0,0.0,50.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,6.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,37.0,50.0,22.0,50.0,0.0,7.0,0.0,37.0,0.0,0.0,21.0,0.0,39.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0566,Data Analyst,Lanjutan,3.0,Kompetitif,0.2972,208.6,Almost Ready,77.0,0.0,0.0,0.0,100.0,91.0,100.0,0.0,0.0,0.0,95.0,0.0,87.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,76.0,0.0,75.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,55.0,72.0,72.0,96.0,0.0,71.0,0.0,63.0,0.0,0.0,71.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0567,Data Analyst,Menengah,10.5,Booming,0.4187,45.8,Needs Work,53.0,0.0,0.0,0.0,55.0,80.0,69.0,0.0,0.0,0.0,44.0,0.0,60.0,0.0,26.0,0.0,62.0,0.0,0.0,0.0,0.0,73.0,0.0,49.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,37.0,74.0,49.0,70.0,0.0,47.0,0.0,55.0,0.0,0.0,55.0,0.0,80.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0568,Data Analyst,Lanjutan,7.2,Kompetitif,0.2987,63.1,Almost Ready,90.0,0.0,0.0,0.0,100.0,86.0,88.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,96.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,83.0,70.0,85.0,0.0,71.0,0.0,81.0,0.0,0.0,91.0,0.0,93.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0569,Data Analyst,Pemula,9.8,Booming,0.6057,71.4,Significant Gap,24.0,0.0,0.0,0.0,50.0,100.0,50.0,0.0,0.0,0.0,47.0,0.0,16.0,0.0,33.0,0.0,50.0,0.0,0.0,0.0,0.0,25.0,0.0,18.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,21.0,6.0,21.0,100.0,0.0,38.0,0.0,0.0,0.0,0.0,48.0,0.0,42.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0570,Data Analyst,Pemula,6.8,Kompetitif,0.735,200.8,Significant Gap,49.0,0.0,0.0,0.0,47.0,50.0,41.0,0.0,0.0,0.0,31.0,0.0,23.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,8.0,39.0,24.0,28.0,0.0,20.0,0.0,8.0,0.0,0.0,31.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0571,Data Analyst,Pemula,10.7,Booming,0.6575,68.1,Significant Gap,7.0,0.0,0.0,0.0,49.0,43.0,15.0,0.0,0.0,0.0,29.0,0.0,100.0,0.0,27.0,0.0,41.0,0.0,0.0,0.0,0.0,37.0,0.0,30.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,32.0,0.0,19.0,15.0,0.0,50.0,0.0,47.0,0.0,0.0,50.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0572,Data Analyst,Pemula,12.2,Kompetitif,0.7914,121.9,Significant Gap,13.0,0.0,0.0,0.0,30.0,50.0,32.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,12.0,39.0,0.0,50.0,0.0,7.0,0.0,25.0,0.0,0.0,38.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0573,Data Analyst,Pemula,8.4,Booming,0.7773,103.9,Significant Gap,35.0,0.0,0.0,0.0,26.0,32.0,43.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,27.0,0.0,21.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,31.0,15.0,11.0,0.0,20.0,0.0,32.0,0.0,0.0,30.0,0.0,25.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0574,Data Analyst,Lanjutan,7.8,Kompetitif,0.2633,58.9,Almost Ready,89.0,0.0,0.0,0.0,90.0,72.0,81.0,0.0,0.0,0.0,79.0,0.0,73.0,0.0,100.0,0.0,65.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,98.0,0.0,60.0,80.0,0.0,87.0,0.0,53.0,0.0,0.0,100.0,0.0,80.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0575,Data Analyst,Pemula,11.5,Kompetitif,0.4673,73.8,Needs Work,46.0,0.0,0.0,0.0,31.0,79.0,23.0,0.0,0.0,0.0,80.0,0.0,47.0,0.0,80.0,0.0,30.0,0.0,0.0,0.0,0.0,46.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,68.0,62.0,65.0,0.0,67.0,0.0,52.0,0.0,0.0,59.0,0.0,44.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0576,Data Analyst,Menengah,9.8,Kompetitif,0.4958,98.7,Needs Work,57.0,0.0,0.0,0.0,68.0,43.0,62.0,0.0,0.0,0.0,35.0,0.0,49.0,0.0,40.0,0.0,68.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,57.0,50.0,0.0,68.0,0.0,45.0,0.0,62.0,0.0,0.0,50.0,0.0,46.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0577,Data Analyst,Lanjutan,8.4,Booming,0.4238,58.8,Needs Work,57.0,0.0,0.0,0.0,80.0,72.0,0.0,0.0,0.0,0.0,69.0,0.0,67.0,0.0,80.0,0.0,71.0,0.0,0.0,0.0,0.0,54.0,0.0,45.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,43.0,70.0,40.0,59.0,0.0,80.0,0.0,0.0,0.0,0.0,55.0,0.0,38.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0578,Data Analyst,Lanjutan,9.8,Kompetitif,0.27,54.3,Almost Ready,65.0,0.0,0.0,0.0,86.0,82.0,0.0,0.0,0.0,0.0,100.0,0.0,66.0,0.0,63.0,0.0,85.0,0.0,0.0,0.0,0.0,94.0,0.0,76.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,82.0,75.0,100.0,0.0,63.0,0.0,64.0,0.0,0.0,86.0,0.0,82.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0579,Data Analyst,Lanjutan,3.0,Kompetitif,0.2195,155.5,Almost Ready,85.0,0.0,0.0,0.0,100.0,82.0,0.0,0.0,0.0,0.0,86.0,0.0,87.0,0.0,65.0,0.0,90.0,0.0,0.0,0.0,0.0,98.0,0.0,68.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,64.0,63.0,79.0,84.0,0.0,68.0,0.0,82.0,0.0,0.0,90.0,0.0,68.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
