user_id,target_role,background_level,study_hours_per_week,market_scenario,gap_score,readiness_label,top_missing_skill_1,top_missing_skill_2,top_missing_skill_3,estimated_weeks_ready,current_skills_json
USR-0961,Data Analyst,Menengah,7.4,Booming,0.4672,Needs Work,SQL,Excel,Problem Solving,71.3,{bad_json
USR-0962,Data Analyst,Pemula,15.5,Booming,0.756,Significant Gap,Analytical Thinking,Excel,SQL,57.4,{bad_json
USR-0963,Data Analyst,Pemula,,n/a,0.7128,Significant Gap,Python,SQL,Tableau,102.3,"{""Python"": 1, ""SQL"": 24, ""Statistics"": 35, ""Data Modeling"": 26, ""ETL Process"": 13, ""Hypothesis Testing"": 18, ""Regression Analysis"": 36, ""A/B Testing"": 27, ""Excel"": 50, ""Tableau"": 10, ""Power BI"": 26, ""Pandas"": 26, ""NumPy"": 7, ""Google Sheets"": 24, ""Jupyter Notebook"": 50, ""Analytical Thinking"": 40, ""Communication"": 48, ""Problem Solving"": 50, ""Attention to Detail"": 38, ""Business Acumen"": 18}"
USR-0964,Data Analyst,Lanjutan,6.5,Kompetitif,0.2054,Almost Ready,Statistics,Pandas,Excel,,"{""Python"": 86, ""SQL"": 88, ""Statistics"": 62, ""Data Modeling"": 93, ""ETL Process"": 72, ""Hypothesis Testing"": 71, ""Regression Analysis"": 71, ""A/B Testing"": 88, ""Excel"": 71, ""Tableau"": 69, ""Power BI"": 76, ""Pandas"": 60, ""NumPy"": 81, ""Google Sheets"": 99, ""Jupyter Notebook"": 77, ""Analytical Thinking"": 87, ""Communication"": 89, ""Problem Solving"": 89, ""Attention to Detail"": 71, ""Business Acumen"": 95}"
USR-0965,Data Analyst,Lanjutan,7.0,Normal,0.1824,Ready,Attention to Detail,SQL,Pandas,34.8,"{""Python"": 77, ""SQL"": 74, ""Statistics"": 88, ""Data Modeling"": 89, ""ETL Process"": 93, ""Hypothesis Testing"": 83, ""Regression Analysis"": 71, ""A/B Testing"": 82, ""Excel"": 81, ""Tableau"": 100, ""Power BI"": 73, ""Pandas"": 71, ""NumPy"": 76, ""Google Sheets"": 55, ""Jupyter Notebook"": 84, ""Analytical Thinking"": 94, ""Communication"": 100, ""Problem Solving"": 88, ""Attention to Detail"": 66, ""Business Acumen"": 78}"
USR-0966,Data Analyst,Menengah,,Normal,0.4071,Needs Work,Tableau,Statistics,Excel,52.7,"{""Python"": 59, ""SQL"": 67, ""Statistics"": 44, ""Data Modeling"": 77, ""ETL Process"": 32, ""Hypothesis Testing"": 69, ""Regression Analysis"": 62, ""A/B Testing"": 44, ""Excel"": 49, ""Tableau"": 36, ""Power BI"": 76, ""Pandas"": 67, ""NumPy"": 31, ""Google Sheets"": 73, ""Jupyter Notebook"": 57, ""Analytical Thinking"": 68, ""Communication"": 70, ""Problem Solving"": 80, ""Attention to Detail"": 58, ""Business Acumen"": 60}"
USR-0967,Data Analyst,Lanjutan,3.0,Booming,0.1268,Ready,Analytical Thinking,A/B Testing,Pandas,44.2,"{""Python"": 92, ""SQL"": 99, ""Statistics"": 91, ""Data Modeling"": 88, ""ETL Process"": 85, ""Hypothesis Testing"": 91, ""Regression Analysis"": 75, ""A/B Testing"": 56, ""Excel"": 97, ""Tableau"": 77, ""Power BI"": 100, ""Pandas"": 75, ""NumPy"": 77, ""Google Sheets"": 76, ""Jupyter Notebook"": 99, ""Analytical Thinking"": 70, ""Communication"": 100, ""Problem Solving"": 87, ""Attention to Detail"": 100, ""Business Acumen"": 96}"
USR-0968,Data Analyst,pemula,10.8,Kompetitif,0.7192,Significant Gap,Python,Analytical Thinking,ETL Process,126.5,"{""Python"": 7, ""SQL"": 41, ""Statistics"": 34, ""Data Modeling"": 29, ""ETL Process"": 0, ""Hypothesis Testing"": 24, ""Regression Analysis"": 21, ""A/B Testing"": 16, ""Excel"": 41, ""Tableau"": 27, ""Power BI"": 29, ""Pandas"": 34, ""NumPy"": 21, ""Google Sheets"": 22, ""Jupyter Notebook"": 45, ""Analytical Thinking"": 21, ""Communication"": 37, ""Problem Solving"": 50, ""Attention to Detail"": 32, ""Business Acumen"": 16}"
USR-0969,Data Analyst,,0.0,Booming,0.2209,Almost Ready,SQL,A/B Testing,Problem Solving,26.8,"{""Python"": 80, ""SQL"": 60, ""Statistics"": 79, ""Data Modeling"": 77, ""ETL Process"": 70, ""Hypothesis Testing"": 73, ""Regression Analysis"": 78, ""A/B Testing"": 50, ""Excel"": 88, ""Tableau"": 84, ""Power BI"": 83, ""Pandas"": 70, ""NumPy"": 98, ""Google Sheets"": 74, ""Jupyter Notebook"": 98, ""Analytical Thinking"": 83, ""Communication"": 73, ""Problem Solving"": 68, ""Attention to Detail"": 98, ""Business Acumen"": 73}"
USR-0970,Data Analyst,Pemula,21.3,Normal,0.7607,Significant Gap,Statistics,SQL,Analytical Thinking,52.2,"{""Python"": 27, ""SQL"": 14, ""Statistics"": 0, ""Data Modeling"": 28, ""ETL Process"": 14, ""Hypothesis Testing"": 27, ""Regression Analysis"": 23, ""A/B Testing"": 29, ""Excel"": 44, ""Tableau"": 16, ""Power BI"": 28, ""Pandas"": 24, ""NumPy"": 17, ""Google Sheets"": 14, ""Jupyter Notebook"": 29, ""Analytical Thinking"": 22, ""Communication"": 34, ""Problem Solving"": 50, ""Attention to Detail"": 30, ""Business Acumen"": 2}"
USR-0971,Data Analyst,n/a,11.7,Booming,0.7114,Significant Gap,SQL,Power BI,Statistics,,{bad_json
USR-0972,Data Analyst,Menengah,17.5,Kompetitif,0.426,Needs Work,Statistics,NumPy,Excel,45.2,"{""Python"": 55, ""SQL"": 78, ""Statistics"": 38, ""Data Modeling"": 66, ""ETL Process"": 48, ""Hypothesis Testing"": 51, ""Regression Analysis"": 66, ""A/B Testing"": 53, ""Excel"": 50, ""Tableau"": 45, ""Power BI"": 46, ""Pandas"": 80, ""NumPy"": 32, ""Google Sheets"": 69, ""Jupyter Notebook"": 34, ""Analytical Thinking"": 59, ""Communication"": 70, ""Problem Solving"": 60, ""Attention to Detail"": 70, ""Business Acumen"": 72}"
USR-0973,Data Analyst,Pemula,,Normal,0.709,Significant Gap,SQL,Excel,Pandas,70.8,"{""Python"": 28, ""SQL"": 19, ""Statistics"": 32, ""Data Modeling"": 28, ""ETL Process"": 0, ""Hypothesis Testing"": 5, ""Regression Analysis"": 30, ""A/B Testing"": 36, ""Excel"": 18, ""Tableau"": 40, ""Power BI"": 28, ""Pandas"": 15, ""NumPy"": 20, ""Google Sheets"": 31, ""Jupyter Notebook"": 41, ""Analytical Thinking"": 46, ""Communication"": 42, ""Problem Solving"": 35, ""Attention to Detail"": 50, ""Business Acumen"": 33}"
USR-0974,Data Analyst,Pemula,9.6,Normal,0.7418,Significant Gap,Analytical Thinking,SQL,Statistics,110.2,"{""Python"": 37, ""SQL"": 20, ""Statistics"": 11, ""Data Modeling"": 28, ""ETL Process"": 18, ""Hypothesis Testing"": 22, ""Regression Analysis"": 6, ""A/B Testing"": 28, ""Excel"": 20, ""Tableau"": 37, ""Power BI"": 2, ""Pandas"": 50, ""NumPy"": 11, ""Google Sheets"": 3, ""Jupyter Notebook"": 22, ""Analytical Thinking"": 14, ""Communication"": 23, ""Problem Solving"": 50, ""Attention to Detail"": 50, ""Business Acumen"": 50}"
USR-0975,Data Analyst,Pemula,11.1,Booming,0.7723,Significant Gap,Attention to Detail,Statistics,Python,78.7,"{""Python"": 19, ""SQL"": 26, ""Statistics"": 12, ""Data Modeling"": 24, ""ETL Process"": 21, ""Hypothesis Testing"": 18, ""Regression Analysis"": 8, ""A/B Testing"": 8, ""Excel"": 42, ""Tableau"": 50, ""Power BI"": 22, ""Pandas"": 26, ""NumPy"": 7, ""Google Sheets"": 22, ""Jupyter Notebook"": 13, ""Analytical Thinking"": 41, ""Communication"": 21, ""Problem Solving"": 19, ""Attention to Detail"": 0, ""Business Acumen"": 39}"
USR-0976,Data Analyst,Pemula,11.4,Kompetitif,0.7327,Significant Gap,SQL,Excel,Communication,120.2,"{""Python"": 19, ""SQL"": 10, ""Statistics"": 19, ""Data Modeling"": 45, ""ETL Process"": 13, ""Hypothesis Testing"": 34, ""Regression Analysis"": 36, ""A/B Testing"": 9, ""Excel"": 12, ""Tableau"": 33, ""Power BI"": 50, ""Pandas"": 41, ""NumPy"": 29, ""Google Sheets"": 31, ""Jupyter Notebook"": 0, ""Analytical Thinking"": 36, ""Communication"": 7, ""Problem Solving"": 37, ""Attention to Detail"": 49, ""Business Acumen"": 24}"
USR-0977,Data Analyst,Menengah,9.5,Kompetitif,0.4002,Needs Work,SQL,Python,Power BI,78.3,{bad_json
USR-0978,Data Analyst,Menengah,13.4,Kompetitif,0.4443,Needs Work,Pandas,SQL,Python,60.8,"{""Python"": 44, ""SQL"": 44, ""Statistics"": 57, ""Data Modeling"": 78, ""ETL Process"": 41, ""Hypothesis Testing"": 80, ""Regression Analysis"": 33, ""A/B Testing"": 53, ""Excel"": 64, ""Tableau"": 37, ""Power BI"": 80, ""Pandas"": 20, ""NumPy"": 48, ""Google Sheets"": 56, ""Jupyter Notebook"": 35, ""Analytical Thinking"": 80, ""Communication"": 58, ""Problem Solving"": 55, ""Attention to Detail"": 80, ""Business Acumen"": 64}"
USR-0979,Data Analyst,Pemula,6.6,,0.7257,Significant Gap,Python,Communication,SQL,210.7,"{""Python"": 0, ""SQL"": 26, ""Statistics"": 46, ""Data Modeling"": 23, ""ETL Process"": 10, ""Hypothesis Testing"": 46, ""Regression Analysis"": 38, ""A/B Testing"": 12, ""Excel"": 26, ""Tableau"": 25, ""Power BI"": 21, ""Pandas"": 29, ""NumPy"": 50, ""Google Sheets"": 25, ""Jupyter Notebook"": 35, ""Analytical Thinking"": 29, ""Communication"": 14, ""Problem Solving"": 27, ""Attention to Detail"": 46, ""Business Acumen"": 27}"
USR-0980,Data Analyst,,3.2,Kompetitif,0.1706,Ready,Python,Power BI,Communication,110.4,"{""Python"": 50, ""SQL"": 97, ""Statistics"": 83, ""Data Modeling"": 79, ""ETL Process"": 73, ""Hypothesis Testing"": 83, ""Regression Analysis"": 83, ""A/B Testing"": 83, ""Excel"": 90, ""Tableau"": 96, ""Power BI"": 66, ""Pandas"": 76, ""NumPy"": 83, ""Google Sheets"": 95, ""Jupyter Notebook"": 75, ""Analytical Thinking"": 91, ""Communication"": 75, ""Problem Solving"": 95, ""Attention to Detail"": 88, ""Business Acumen"": 100}"
USR-0981,Data Analyst,Pemula,10.9,Normal,0.6754,Significant Gap,SQL,Excel,Python,,"{""Python"": 33, ""SQL"": 8, ""Statistics"": 28, ""Data Modeling"": 38, ""ETL Process"": 23, ""Hypothesis Testing"": 18, ""Regression Analysis"": 12, ""A/B Testing"": 42, ""Excel"": 4, ""Tableau"": 31, ""Power BI"": 46, ""Pandas"": 38, ""NumPy"": 47, ""Google Sheets"": 39, ""Jupyter Notebook"": 28, ""Analytical Thinking"": 44, ""Communication"": 30, ""Problem Solving"": 50, ""Attention to Detail"": 50, ""Business Acumen"": 46}"
USR-0982,Data Analyst,Lanjutan,,normal,0.2279,Almost Ready,SQL,Pandas,Analytical Thinking,53.1,"{""Python"": 88, ""SQL"": 62, ""Statistics"": 68, ""Data Modeling"": 96, ""ETL Process"": 98, ""Hypothesis Testing"": 95, ""Regression Analysis"": 100, ""A/B Testing"": 85, ""Excel"": 81, ""Tableau"": 66, ""Power BI"": 77, ""Pandas"": 60, ""NumPy"": 53, ""Google Sheets"": 79, ""Jupyter Notebook"": 67, ""Analytical Thinking"": 65, ""Communication"": 81, ""Problem Solving"": 79, ""Attention to Detail"": 72, ""Business Acumen"": 89}"
USR-0983,Data Analyst,Menengah,11.5,Kompetitif,0.3896,Almost Ready,Pandas,ETL Process,Excel,59.0,"{""Python"": 70, ""SQL"": 80, ""Statistics"": 63, ""Data Modeling"": 58, ""ETL Process"": 30, ""Hypothesis Testing"": 77, ""Regression Analysis"": 57, ""A/B Testing"": 60, ""Excel"": 52, ""Tableau"": 65, ""Power BI"": 56, ""Pandas"": 39, ""NumPy"": 36, ""Google Sheets"": 46, ""Jupyter Notebook"": 48, ""Analytical Thinking"": 62, ""Communication"": 80, ""Problem Solving"": 80, ""Attention to Detail"": 72, ""Business Acumen"": 71}"
USR-0984,Data Analyst,Pemula,23.6,Kompetitif,0.7463,Significant Gap,Excel,Python,Communication,58.1,"{""Python"": 15, ""SQL"": 50, ""Statistics"": 47, ""Data Modeling"": 17, ""ETL Process"": 0, ""Hypothesis Testing"": 22, ""Regression Analysis"": 10, ""A/B Testing"": 18, ""Excel"": 8, ""Tableau"": 4, ""Power BI"": 49, ""Pandas"": 15, ""NumPy"": 28, ""Google Sheets"": 30, ""Jupyter Notebook"": 36, ""Analytical Thinking"": 25, ""Communication"": 8, ""Problem Solving"": 37, ""Attention to Detail"": 34, ""Business Acumen"": 50}"
USR-0985,Data Analyst,Lanjutan,3.0,Normal,0.201,Almost Ready,Pandas,SQL,Data Modeling,97.4,{bad_json
USR-0986,Data Analyst,Pemula,11.7,Normal,0.704,Significant Gap,Python,Tableau,SQL,86.9,"{""Python"": 22, ""SQL"": 32, ""Statistics"": 36, ""Data Modeling"": 12, ""ETL Process"": 22, ""Hypothesis Testing"": 50, ""Regression Analysis"": 28, ""A/B Testing"": 29, ""Excel"": 35, ""Tableau"": 10, ""Power BI"": 23, ""Pandas"": 38, ""NumPy"": 6, ""Google Sheets"": 9, ""Jupyter Notebook"": 40, ""Analytical Thinking"": 40, ""Communication"": 50, ""Problem Solving"": 34, ""Attention to Detail"": 38, ""Business Acumen"": 26}"
USR-0987,Data Analyst,Lanjutan,4.1,Kompetitif,0.2052,Almost Ready,SQL,Python,Google Sheets,95.6,"{""Python"": 70, ""SQL"": 54, ""Statistics"": 76, ""Data Modeling"": 77, ""ETL Process"": 87, ""Hypothesis Testing"": 99, ""Regression Analysis"": 63, ""A/B Testing"": 80, ""Excel"": 81, ""Tableau"": 87, ""Power BI"": 81, ""Pandas"": 79, ""NumPy"": 75, ""Google Sheets"": 53, ""Jupyter Notebook"": 78, ""Analytical Thinking"": 86, ""Communication"": 100, ""Problem Solving"": 84, ""Attention to Detail"": 75, ""Business Acumen"": 100}"
USR-0988,Data Analyst,Lanjutan,5.5,Booming,0.2043,Almost Ready,Python,A/B Testing,Data Modeling,71.2,"{""Python"": 68, ""SQL"": 77, ""Statistics"": 82, ""Data Modeling"": 64, ""ETL Process"": 72, ""Hypothesis Testing"": 79, ""Regression Analysis"": 94, ""A/B Testing"": 50, ""Excel"": 79, ""Tableau"": 68, ""Power BI"": 78, ""Pandas"": 84, ""NumPy"": 92, ""Google Sheets"": 72, ""Jupyter Notebook"": 73, ""Analytical Thinking"": 100, ""Communication"": 78, ""Problem Solving"": 99, ""Attention to Detail"": 79, ""Business Acumen"": 92}"
USR-0989,Data Analyst,Menengah,9.2,Normal,0.4376,Needs Work,Python,Excel,Tableau,67.9,"{""Python"": 36, ""SQL"": 58, ""Statistics"": 64, ""Data Modeling"": 68, ""ETL Process"": 65, ""Hypothesis Testing"": 57, ""Regression Analysis"": 42, ""A/B Testing"": 40, ""Excel"": 44, ""Tableau"": 43, ""Power BI"": 58, ""Pandas"": 60, ""NumPy"": 36, ""Google Sheets"": 62, ""Jupyter Notebook"": 50, ""Analytical Thinking"": 75, ""Communication"": 57, ""Problem Solving"": 50, ""Attention to Detail"": 77, ""Business Acumen"": 80}"
USR-0990,Data Analyst,,13.9,Booming,0.4033,Needs Work,Tableau,Pandas,SQL,31.6,{bad_json
USR-0991,Data Analyst,Pemula,11.6,Booming,0.7775,Significant Gap,Excel,SQL,Power BI,75.8,{bad_json
USR-0992,Data Analyst,Menengah ,22.9,Booming,0.7561,Significant Gap,Excel,SQL,Python,37.8,"{""Python"": 20, ""SQL"": 18, ""Statistics"": 41, ""Data Modeling"": 12, ""ETL Process"": 8, ""Hypothesis Testing"": 32, ""Regression Analysis"": 49, ""A/B Testing"": 36, ""Excel"": 7, ""Tableau"": 18, ""Power BI"": 28, ""Pandas"": 21, ""NumPy"": 17, ""Google Sheets"": 13, ""Jupyter Notebook"": 48, ""Analytical Thinking"": 27, ""Communication"": 42, ""Problem Solving"": 20, ""Attention to Detail"": 10, ""Business Acumen"": 31}"
USR-0993,Data Analyst,Lanjutan,11.2,Normal,0.219,Almost Ready,Statistics,Power BI,Data Modeling,29.8,{bad_json
USR-0994,Data Analyst,Lanjutan,4.5,Normal,0.1945,Ready,Python,Hypothesis Testing,Data Modeling,68.4,"{""Python"": 64, ""SQL"": 85, ""Statistics"": 73, ""Data Modeling"": 65, ""ETL Process"": 65, ""Hypothesis Testing"": 57, ""Regression Analysis"": 83, ""A/B Testing"": 67, ""Excel"": 74, ""Tableau"": 73, ""Power BI"": 100, ""Pandas"": 80, ""NumPy"": 83, ""Google Sheets"": 89, ""Jupyter Notebook"": 75, ""Analytical Thinking"": 100, ""Communication"": 94, ""Problem Solving"": 95, ""Attention to Detail"": 99, ""Business Acumen"": 79}"
USR-0995,Data Analyst,Lanjutan,,Normal,0.1988,Ready,Pandas,Problem Solving,A/B Testing,48.9,"{""Python"": 75, ""SQL"": 74, ""Statistics"": 81, ""Data Modeling"": 95, ""ETL Process"": 67, ""Hypothesis Testing"": 82, ""Regression Analysis"": 81, ""A/B Testing"": 54, ""Excel"": 100, ""Tableau"": 100, ""Power BI"": 94, ""Pandas"": 50, ""NumPy"": 84, ""Google Sheets"": 61, ""Jupyter Notebook"": 70, ""Analytical Thinking"": 94, ""Communication"": 87, ""Problem Solving"": 60, ""Attention to Detail"": 80, ""Business Acumen"": 100}"
USR-0996,Data Analyst,Pemula,,Booming,0.7083,Significant Gap,SQL,Power BI,Excel,160.9,{bad_json
USR-0997,Data Analyst,Pemula,7.6,Kompetitif,,Significant Gap,Statistics,Python,Excel,179.2,"{""Python"": 20, ""SQL"": 25, ""Statistics"": 0, ""Data Modeling"": 17, ""ETL Process"": 30, ""Hypothesis Testing"": 26, ""Regression Analysis"": 19, ""A/B Testing"": 24, ""Excel"": 17, ""Tableau"": 27, ""Power BI"": 36, ""Pandas"": 37, ""NumPy"": 43, ""Google Sheets"": 49, ""Jupyter Notebook"": 11, ""Analytical Thinking"": 50, ""Communication"": 46, ""Problem Solving"": 50, ""Attention to Detail"": 37, ""Business Acumen"": 30}"
USR-0998,Data Analyst,Lanjutan,5.3,Normal,0.2076,Almost Ready,Python,Pandas,Tableau,62.3,"{""Python"": 59, ""SQL"": 81, ""Statistics"": 80, ""Data Modeling"": 72, ""ETL Process"": 81, ""Hypothesis Testing"": 77, ""Regression Analysis"": 86, ""A/B Testing"": 85, ""Excel"": 81, ""Tableau"": 64, ""Power BI"": 67, ""Pandas"": 56, ""NumPy"": 88, ""Google Sheets"": 79, ""Jupyter Notebook"": 95, ""Analytical Thinking"": 85, ""Communication"": 100, ""Problem Solving"": 84, ""Attention to Detail"": 91, ""Business Acumen"": 83}"
USR-0999,Data Analyst,pemula,18.5,Normal,0.6942,Significant Gap,SQL,Excel,Problem Solving,52.1,{bad_json
USR-1000,Data Analyst,,13.2,Normal,0.4474,Needs Work,SQL,Excel,Tableau,48.6,"{""Python"": 60, ""SQL"": 44, ""Statistics"": 57, ""Data Modeling"": 60, ""ETL Process"": 57, ""Hypothesis Testing"": 29, ""Regression Analysis"": 55, ""A/B Testing"": 62, ""Excel"": 43, ""Tableau"": 37, ""Power BI"": 40, ""Pandas"": 63, ""NumPy"": 59, ""Google Sheets"": 47, ""Jupyter Notebook"": 75, ""Analytical Thinking"": 80, ""Communication"": 49, ""Problem Solving"": 80, ""Attention to Detail"": 51, ""Business Acumen"": 52}"
USR-1001,Data Analyst,Lanjutan,,Booming,0.1514,Ready,Pandas,Regression Analysis,Business Acumen,22.4,"{""Python"": 91, ""SQL"": 83, ""Statistics"": 99, ""Data Modeling"": 83, ""ETL Process"": 82, ""Hypothesis Testing"": 75, ""Regression Analysis"": 59, ""A/B Testing"": 80, ""Excel"": 82, ""Tableau"": 87, ""Power BI"": 78, ""Pandas"": 69, ""NumPy"": 84, ""Google Sheets"": 95, ""Jupyter Notebook"": 77, ""Analytical Thinking"": 100, ""Communication"": 89, ""Problem Solving"": 96, ""Attention to Detail"": 100, ""Business Acumen"": 73}"
USR-1002,Data Analyst,Pemula,14.9,Kompetitif,0.7742,Significant Gap,SQL,Analytical Thinking,Pandas,95.3,"{""Python"": 35, ""SQL"": 18, ""Statistics"": 23, ""Data Modeling"": 28, ""ETL Process"": 16, ""Hypothesis Testing"": 4, ""Regression Analysis"": 24, ""A/B Testing"": 26, ""Excel"": 41, ""Tableau"": 17, ""Power BI"": 10, ""Pandas"": 11, ""NumPy"": 10, ""Google Sheets"": 8, ""Jupyter Notebook"": 50, ""Analytical Thinking"": 19, ""Communication"": 24, ""Problem Solving"": 34, ""Attention to Detail"": 16, ""Business Acumen"": 30}"
USR-1003,Data Analyst,Lanjutan,8.7,Booming,0.2136,Almost Ready,Analytical Thinking,Excel,Python,29.7,"{""Python"": 65, ""SQL"": 76, ""Statistics"": 81, ""Data Modeling"": 76, ""ETL Process"": 86, ""Hypothesis Testing"": 83, ""Regression Analysis"": 73, ""A/B Testing"": 71, ""Excel"": 62, ""Tableau"": 82, ""Power BI"": 71, ""Pandas"": 70, ""NumPy"": 69, ""Google Sheets"": 92, ""Jupyter Notebook"": 82, ""Analytical Thinking"": 50, ""Communication"": 100, ""Problem Solving"": 97, ""Attention to Detail"": 100, ""Business Acumen"": 99}"
USR-1004,Data Analyst,,17.0,Booming,0.7183,Significant Gap,Python,Statistics,Attention to Detail,48.3,"{""Python"": 20, ""SQL"": 38, ""Statistics"": 20, ""Data Modeling"": 16, ""ETL Process"": 24, ""Hypothesis Testing"": 5, ""Regression Analysis"": 23, ""A/B Testing"": 30, ""Excel"": 41, ""Tableau"": 26, ""Power BI"": 37, ""Pandas"": 31, ""NumPy"": 9, ""Google Sheets"": 26, ""Jupyter Notebook"": 14, ""Analytical Thinking"": 38, ""Communication"": 50, ""Problem Solving"": 41, ""Attention to Detail"": 15, ""Business Acumen"": 40}"
USR-1005,Data Analyst,Menengah,8.2,competitive,0.4573,Needs Work,Pandas,Data Modeling,Statistics,63.7,"{""Python"": 68, ""SQL"": 54, ""Statistics"": 47, ""Data Modeling"": 22, ""ETL Process"": 48, ""Hypothesis Testing"": 71, ""Regression Analysis"": 29, ""A/B Testing"": 80, ""Excel"": 63, ""Tableau"": 55, ""Power BI"": 49, ""Pandas"": 25, ""NumPy"": 48, ""Google Sheets"": 61, ""Jupyter Notebook"": 41, ""Analytical Thinking"": 68, ""Communication"": 78, ""Problem Solving"": 68, ""Attention to Detail"": 50, ""Business Acumen"": 52}"
USR-1006,Data Analyst,Pemula,12.5,Normal,0.7579,Significant Gap,Power BI,SQL,Excel,86.8,"{""Python"": 42, ""SQL"": 23, ""Statistics"": 17, ""Data Modeling"": 9, ""ETL Process"": 0, ""Hypothesis Testing"": 22, ""Regression Analysis"": 4, ""A/B Testing"": 36, ""Excel"": 17, ""Tableau"": 50, ""Power BI"": 0, ""Pandas"": 31, ""NumPy"": 7, ""Google Sheets"": 23, ""Jupyter Notebook"": 35, ""Analytical Thinking"": 50, ""Communication"": 26, ""Problem Solving"": 25, ""Attention to Detail"": 38, ""Business Acumen"": 13}"
USR-1007,Data Analyst,Menengah,,Booming,0.4689,Needs Work,SQL,Pandas,Python,37.8,"{""Python"": 50, ""SQL"": 37, ""Statistics"": 63, ""Data Modeling"": 53, ""ETL Process"": 51, ""Hypothesis Testing"": 49, ""Regression Analysis"": 55, ""A/B Testing"": 51, ""Excel"": 53, ""Tableau"": 56, ""Power BI"": 65, ""Pandas"": 38, ""NumPy"": 47, ""Google Sheets"": 63, ""Jupyter Notebook"": 52, ""Analytical Thinking"": 52, ""Communication"": 72, ""Problem Solving"": 55, ""Attention to Detail"": 41, ""Business Acumen"": 64}"
USR-1008,Data Analyst,Pemula,20.5,Kompetitif,0.7367,Significant Gap,SQL,Statistics,Analytical Thinking,68.0,"{""Python"": 33, ""SQL"": 18, ""Statistics"": 12, ""Data Modeling"": 0, ""ETL Process"": 33, ""Hypothesis Testing"": 43, ""Regression Analysis"": 1, ""A/B Testing"": 19, ""Excel"": 24, ""Tableau"": 26, ""Power BI"": 14, ""Pandas"": 43, ""NumPy"": 13, ""Google Sheets"": 27, ""Jupyter Notebook"": 24, ""Analytical Thinking"": 22, ""Communication"": 20, ""Problem Solving"": 50, ""Attention to Detail"": 50, ""Business Acumen"": 49}"
USR-1009,Data Analyst,Menengah,,Kompetitif,0.4481,Needs Work,SQL,Problem Solving,Python,294.0,"{""Python"": 42, ""SQL"": 38, ""Statistics"": 63, ""Data Modeling"": 52, ""ETL Process"": 20, ""Hypothesis Testing"": 66, ""Regression Analysis"": 73, ""A/B Testing"": 80, ""Excel"": 48, ""Tableau"": 48, ""Power BI"": 57, ""Pandas"": 55, ""NumPy"": 73, ""Google Sheets"": 76, ""Jupyter Notebook"": 67, ""Analytical Thinking"": 59, ""Communication"": 58, ""Problem Solving"": 31, ""Attention to Detail"": 59, ""Business Acumen"": 67}"
USR-1010,Data Analyst,Menengah ,18.5,,,unknown,Pandas,Analytical Thinking,Python,,"{""Python"": 24, ""SQL"": 39, ""Statistics"": 31, ""Data Modeling"": 37, ""ETL Process"": 17, ""Hypothesis Testing"": 10, ""Regression Analysis"": 31, ""A/B Testing"": 18, ""Excel"": 29, ""Tableau"": 35, ""Power BI"": 13, ""Pandas"": 10, ""NumPy"": 18, ""Google Sheets"": 40, ""Jupyter Notebook"": 18, ""Analytical Thinking"": 22, ""Communication"": 27, ""Problem Solving"": 45, ""Attention to Detail"": 36, ""Business Acumen"": 10}"
USR-1011,Data Analyst,Pemula,60.0,Kompetitif,,unknown,SQL,Statistics,Power BI,242.8,"{""Python"": 46, ""SQL"": 22, ""Statistics"": 17, ""Data Modeling"": 26, ""ETL Process"": 17, ""Hypothesis Testing"": 30, ""Regression Analysis"": 15, ""A/B Testing"": 27, ""Excel"": 34, ""Tableau"": 29, ""Power BI"": 6, ""Pandas"": 32, ""NumPy"": 23, ""Google Sheets"": 13, ""Jupyter Notebook"": 0, ""Analytical Thinking"": 29, ""Communication"": 29, ""Problem Solving"": 31, ""Attention to Detail"": 8, ""Business Acumen"": 40}"
USR-1012,Data Analyst,Lanjutan,9.6,Booming,0.2521,Almost Ready,Statistics,SQL,Jupyter Notebook,32.0,"{""Python"": 75, ""SQL"": 64, ""Statistics"": 55, ""Data Modeling"": 67, ""ETL Process"": 83, ""Hypothesis Testing"": 95, ""Regression Analysis"": 79, ""A/B Testing"": 63, ""Excel"": 74, ""Tableau"": 65, ""Power BI"": 84, ""Pandas"": 78, ""NumPy"": 64, ""Google Sheets"": 100, ""Jupyter Notebook"": 50, ""Analytical Thinking"": 68, ""Communication"": 70, ""Problem Solving"": 100, ""Attention to Detail"": 100, ""Business Acumen"": 70}"
USR-1013,Data Analyst,,9.6,Kompetitif,0.4061,Needs Work,Tableau,Communication,Python,82.5,"{""Python"": 45, ""SQL"": 77, ""Statistics"": 58, ""Data Modeling"": 53, ""ETL Process"": 40, ""Hypothesis Testing"": 39, ""Regression Analysis"": 38, ""A/B Testing"": 66, ""Excel"": 72, ""Tableau"": 31, ""Power BI"": 80, ""Pandas"": 62, ""NumPy"": 77, ""Google Sheets"": 67, ""Jupyter Notebook"": 73, ""Analytical Thinking"": 58, ""Communication"": 38, ""Problem Solving"": 60, ""Attention to Detail"": 74, ""Business Acumen"": 80}"
