job_id,skill_name,skill_category,role_category
JOB-00097,Pandas,Tool,Data Analyst
JOB-00097,Power BI,Tool,Data Analyst
JOB-00097,ETL Process,Technical,Data Analyst
JOB-00097,A/B Testing,,Data Analyst
JOB-00097,Tableau,Tool,Data Analyst
JOB-00097,Business Acumen,Soft Skill,Data Analyst
JOB-00097,Hypothesis Testing,Technical,Data Analyst
JOB-00098,Excel,Tool,Data Analyst
JOB-00098,Jupyter Notebook,Tool,Data Analyst
JOB-00098,Business Acumen,Soft Skill,Data Analyst
JOB-00098,Statistics,Technical,Data Analyst
JOB-00098,SQL,Technical,Data Analyst
JOB-00098,Pandas,Tool,Data Analyst
JOB-00098,etl process,Technical,Data Analyst
JOB-00098,Problem Solving,Soft Skill,Data Analyst
JOB-00098,Hypothesis Testing,Technical,Data Analyst
JOB-00098,Regression Analysis,technical,Data Analyst
JOB-00098,A/B Testing,Technical,Data Analyst
JOB-00098,Python,Technical,Data Analyst
JOB-00099,Communication,Soft Skill,Data Analyst
JOB-00099,ETL Process,Technical,Data Analyst
JOB-00099,Power BI,Tool,Data Analyst
JOB-00099,Problem Solving,Soft Skill,Data Analyst
JOB-00099,NumPy,Tool,Data Analyst
JOB-00099,Regression Analysis,Technical,Data Analyst
JOB-00099,Google Sheets,Tool,Data Analyst
JOB-00099,Business Acumen,Soft Skill,Data Analyst
JOB-00099,Excel,Tool,Data Analyst
JOB-00099,Pandas,Tool,Data Analyst
JOB-00099,A/B Testing,Technical,Data Analyst
JOB-00100,Business Acumen,Soft Skill,Data Analyst
JOB-00100,Statistics,Technical,Data Analyst
JOB-00100,Jupyter Notebook,Tool,Data Analyst
JOB-00100,Data Modeling,Technical,Data Analyst
JOB-00100,Power BI,Tool,Data Analyst
JOB-00100,SQL,,Data Analyst
JOB-00100,Excel,TOOL,Data Analyst
JOB-00100,Analytical Thinking,Soft Skill,Data Analyst
JOB-00100,Regression Analysis,Technical,Data Analyst
JOB-00100,Google Sheets,Tool,Data Analyst
JOB-00100,Communication,Soft Skill,Data Analyst
JOB-00100,Attention to Detail,Soft Skill,Data Analyst
JOB-00100,ETL Process,Technical,Data Analyst
JOB-00100,Problem Solving,Soft Skill,Data Analyst
JOB-00100,Tableau,Tool,Data Analyst
JOB-00101,numpy,Tool,Data Analyst
JOB-00101,SQL,Technical,Data Analyst
JOB-00101,Analytical Thinking,Soft Skill,Data Analyst
JOB-00101,Statistics,Technical,Data Analyst
JOB-00101,Communication,Soft Skill,Data Analyst
JOB-00101,Jupyter Notebook,Tool,Data Analyst
JOB-00101,Python,Technical,Data Analyst
JOB-00101,Hypothesis Testing,Technical,Data Analyst
JOB-00101,ETL Process,Technical,Data Analyst
JOB-00101,Tableau,Tool,Data Analyst
JOB-00102,Power BI,Tool,Data Analyst
JOB-00102,Hypothesis Testing,Technical,Data Analyst
JOB-00102,Excel,Tool,Data Analyst
JOB-00102,Pandas,Tool,Data Analyst
JOB-00102,Attention to Detail,Soft Skill,Data Analyst
JOB-00102,Tableau,Tool,Data Analyst
JOB-00102,Business Acumen,Soft Skill,Data Analyst
JOB-00102,Problem Solving,Soft Skill,Data Analyst
JOB-00102,Data Modeling,Technical,Data Analyst
JOB-00102,SQL,Technical,Data Analyst
JOB-00102, ANALYTICAL THINKING ,Soft Skill,Data Analyst
JOB-00102,Regression Analysis,Technical,Data Analyst
JOB-00102,Communication,Soft Skill,Data Analyst
JOB-00103,Hypothesis Testing,Technical,Data Analyst
JOB-00103,SQL,Technical,Data Analyst
JOB-00103,Excel,Tool,Data Analyst
JOB-00103, statistics ,Technical,Data Analyst
JOB-00103,Jupyter Notebook,Tool,Data Analyst
JOB-00103,Regression Analysis,Technical,Data Analyst
JOB-00103,Business Acumen,,Data Analyst
JOB-00103,NumPy,Tool,Data Analyst
JOB-00103,Communication,Soft Skill,Data Analyst
JOB-00103,Problem Solving,Soft Skill,Data Analyst
JOB-00103,Attention to Detail,Soft Skill,Data Analyst
JOB-00104,Analytical Thinking,Soft Skill,Data Analyst
JOB-00104,,Technical,Data Analyst
JOB-00104, Tableau ,Tool,Data Analyst
JOB-00104,Excel,Tool,Data Analyst
JOB-00104,A/B Testing,Technical,Data Analyst
JOB-00104,SQL,Technical,Data Analyst
JOB-00104,Python,Technical,Data Analyst
JOB-00104,Business Acumen,Soft Skill,Data Analyst
JOB-00104,Power BI,Tool,Data Analyst
JOB-00104,Attention to Detail,Soft Skill,Data Analyst
JOB-00104,Pandas,Tool,Data Analyst
JOB-00105,Excel,Tool,Data Analyst
JOB-00105,SQL,Technical,Data Analyst
JOB-00105,NumPy,Tool,Data Analyst
JOB-00105,Data Modeling,Technical,Data Analyst
JOB-00105,Statistics,Technical,Data Analyst
JOB-00105,Python,Technical,Data Analyst
JOB-00105,Analytical Thinking,Soft Skill,Data Analyst
JOB-00105,Tableau,Tool,Data Analyst
JOB-00105,,Soft Skill,Data Analyst
JOB-00105,ETL Process,Technical,Data Analyst
JOB-00105,Communication,Soft Skill,Data Analyst
JOB-00106,Statistics,Technical,Data Analyst
JOB-00106,SQL,Technical,Data Analyst
JOB-00106,Hypothesis Testing,Technical,Data Analyst
JOB-00106,,Tool,Data Analyst
JOB-00106,Python,Technical,Data Analyst
JOB-00106,Power BI,Tool,Data Analyst
JOB-00106,Business Acumen,Soft Skill,Data Analyst
JOB-00106,,Soft Skill,Data Analyst
JOB-00106,NumPy,Tool,Data Analyst
JOB-00106,,Tool,Data Analyst
JOB-00106,Pandas,Tool,Data Analyst
JOB-00107,Problem Solving,Soft Skill,Data Analyst
JOB-00107,Excel,Tool,Data Analyst
JOB-00107,Data Modeling,Technical,Data Analyst
JOB-00107,A/B Testing,Technical,Data Analyst
JOB-00107,Communication,Soft Skill,Data Analyst
JOB-00107,Analytical Thinking,Soft Skill,Data Analyst
JOB-00107,Python,TECHNICAL,Data Analyst
JOB-00107,,Tool,Data Analyst
JOB-00107,SQL,Technical,Data Analyst
JOB-00107,ETL Process,,Data Analyst
JOB-00107,Jupyter Notebook,Tool,Data Analyst
JOB-00108,Data Modeling,Technical,Data Analyst
JOB-00108,Python,Technical,Data Analyst
JOB-00108,ETL Process,Technical,Data Analyst
JOB-00108,Business Acumen,Soft Skill,Data Analyst
JOB-00108,Communication,Soft Skill,Data Analyst
JOB-00108,Tableau,Tool,Data Analyst
JOB-00108,SQL,Technical,Data Analyst
JOB-00108,poweR bi,Tool,Data Analyst
JOB-00108,Statistics,Technical,Data Analyst
JOB-00108,Pandas,Tool,Data Analyst
JOB-00108,Hypothesis Testing,Technical,Data Analyst
JOB-00109,Tableau,Tool,Data Analyst
JOB-00109,,Technical,Data Analyst
JOB-00109,Excel,Tool,Data Analyst
JOB-00109,Analytical Thinking,Soft Skill,Data Analyst
JOB-00109,Problem Solving,,Data Analyst
JOB-00109,Business Acumen,Soft Skill,Data Analyst
JOB-00109,Hypothesis Testing,Technical,Data Analyst
JOB-00109,Google Sheets,Tool,Data Analyst
JOB-00109,ETL Process,Technical,Data Analyst
JOB-00109,Communication,Soft Skill,Data Analyst
JOB-00109,,Technical,Data Analyst
JOB-00109,Attention to Detail,Soft Skill,Data Analyst
JOB-00109,Regression Analysis,Technical,Data Analyst
JOB-00110,Problem Solving,Soft Skill,Data Analyst
JOB-00110, numpy ,Tool,Data Analyst
JOB-00110,SQL,Technical,Data Analyst
JOB-00110,Power BI,Tool,Data Analyst
JOB-00110,Statistics,Technical,Data Analyst
JOB-00110,Analytical Thinking,,Data Analyst
JOB-00110,Google Sheets,Tool,Data Analyst
JOB-00110,Python,Technical,Data Analyst
JOB-00110,Jupyter Notebook,Tool,Data Analyst
JOB-00110,Business Acumen,Soft Skill,Data Analyst
JOB-00110,Communication,Soft Skill,Data Analyst
JOB-00110,A/B Testing,Technical,Data Analyst
JOB-00110,Regression Analysis,Technical,Data Analyst
JOB-00110,Tableau, tool ,Data Analyst
JOB-00110, ETL Process ,Technical,Data Analyst
JOB-00111,Google Sheets,Tool,Data Analyst
JOB-00111,Analytical Thinking,Soft Skill,Data Analyst
JOB-00111, ETL Process ,Technical,Data Analyst
JOB-00111,Python,Technical,Data Analyst
JOB-00111,SQL,Technical,Data Analyst
JOB-00111,Business Acumen,Soft Skill,Data Analyst
JOB-00111,Hypothesis Testing,,Data Analyst
JOB-00111,NumPy,tool,Data Analyst
JOB-00111,A/B Testing,Technical,Data Analyst
JOB-00111,Data Modeling,,Data Analyst
JOB-00111,Regression Analysis, technical ,Data Analyst
JOB-00112,NumPy,Tool,Data Analyst
JOB-00112,Power BI,Tool,Data Analyst
JOB-00112,Python,Technical,Data Analyst
JOB-00112,Business Acumen,Soft Skill,Data Analyst
JOB-00112,Communication,Soft Skill,Data Analyst
JOB-00112,Hypothesis Testing,Technical,Data Analyst
JOB-00112,Pandas,Tool,Data Analyst
JOB-00112,Analytical Thinking,Soft Skill,Data Analyst
JOB-00112,Tableau,Tool,Data Analyst
JOB-00112,Statistics,Technical,Data Analyst
JOB-00112,ETL Process,Technical,Data Analyst
JOB-00113,A/B Testing,Technical,Data Analyst
JOB-00113,Excel,Tool,Data Analyst
JOB-00113,NumPy,Tool,Data Analyst
JOB-00113,Attention to Detail,Soft Skill,Data Analyst
JOB-00113,ETL Process,Technical,Data Analyst
JOB-00113,SQL,Technical,Data Analyst
JOB-00113,Data Modeling,Technical,Data Analyst
JOB-00113,Problem Solving,Soft Skill,Data Analyst
JOB-00113,Hypothesis Testing,TECHNICAL,Data Analyst
JOB-00113,Analytical Thinking,Soft Skill,Data Analyst
JOB-00113,Communication,Soft Skill,Data Analyst
JOB-00114,,Technical,Data Analyst
JOB-00114,Analytical Thinking,,Data Analyst
JOB-00114,tableau,Tool,Data Analyst
JOB-00114,Communication,,Data Analyst
JOB-00114,Jupyter Notebook,Tool,Data Analyst
JOB-00114,Google Sheets,Tool,Data Analyst
JOB-00114,Statistics,Technical,Data Analyst
JOB-00114,Power BI,Tool,Data Analyst
JOB-00114,Business Acumen,Soft Skill,Data Analyst
JOB-00115,Statistics,Technical,Data Analyst
JOB-00115,Jupyter Notebook,Tool,Data Analyst
JOB-00115,Communication,Soft Skill,Data Analyst
JOB-00115,Data Modeling,Technical,Data Analyst
JOB-00115,Power BI,Tool,Data Analyst
JOB-00115,Analytical Thinking,Soft Skill,Data Analyst
JOB-00115,Pandas,Tool,Data Analyst
JOB-00115,Excel,Tool,Data Analyst
JOB-00115,Hypothesis Testing,Technical,Data Analyst
JOB-00115,Tableau,Tool,Data Analyst
JOB-00116,NumPy,Tool,Data Analyst
JOB-00116,Analytical Thinking,Soft Skill,Data Analyst
JOB-00116,Statistics, Technical ,Data Analyst
JOB-00116,Tableau,Tool,Data Analyst
JOB-00116,Python,Technical,Data Analyst
JOB-00116,ETL Process,Technical,Data Analyst
JOB-00116,Jupyter Notebook,Tool,Data Analyst
JOB-00116,Business Acumen,Soft Skill,Data Analyst
JOB-00116,SQL,,Data Analyst
JOB-00116,Excel,Tool,Data Analyst
JOB-00116,Communication,Soft Skill,Data Analyst
JOB-00116,Data Modeling,Technical,Data Analyst
JOB-00116,Power BI,Tool,Data Analyst
JOB-00116, Google Sheets ,Tool,Data Analyst
JOB-00117,Analytical Thinking,Soft Skill,Data Analyst
JOB-00117,Power BI,Tool,Data Analyst
JOB-00117,Python,Technical,Data Analyst
JOB-00117,Data Modeling,Technical,Data Analyst
JOB-00117,Business Acumen,Soft Skill,Data Analyst
JOB-00117,A/B Testing,Technical,Data Analyst
JOB-00117,Regression Analysis,Technical,Data Analyst
JOB-00117,Statistics,Technical,Data Analyst
JOB-00117,Excel,Tool,Data Analyst
JOB-00117,Problem Solving,Soft Skill,Data Analyst
JOB-00117,Attention to Detail,Soft Skill,Data Analyst
JOB-00118, jupyter notebook ,Tool,Data Analyst
JOB-00118,Problem Solving, soft skill ,Data Analyst
JOB-00118,Pandas,Tool,Data Analyst
JOB-00118,A/B Testing,Technical,Data Analyst
JOB-00118,Excel,Tool,Data Analyst
JOB-00118,Python,Technical,Data Analyst
JOB-00118,NumPy,Tool,Data Analyst
JOB-00118,Hypothesis Testing,Technical,Data Analyst
JOB-00119,,,Data Analyst
JOB-00119,Tableau,Tool,Data Analyst
JOB-00119,NumPy,Tool,Data Analyst
JOB-00119,S Q L,Technical,Data Analyst
JOB-00119,Google Sheets,Tool,Data Analyst
JOB-00119,communication,Soft Skill,Data Analyst
JOB-00119,ETL Process,Technical,Data Analyst
JOB-00119,Python,TECHNICAL,Data Analyst
JOB-00119,Regression Analysis,technical,Data Analyst
JOB-00119,Problem Solving,Soft Skill,Data Analyst
JOB-00119,Analytical Thinking, soft skill ,Data Analyst
JOB-00119,MS-Excel,Tool,Data Analyst
JOB-00119,Statistics,Technical,Data Analyst
JOB-00120,SQL,Technical,Data Analyst
JOB-00120,Data Modeling,technical,Data Analyst
JOB-00120,Pandas,Tool,Data Analyst
JOB-00120,Analytical Thinking,Soft Skill,Data Analyst
JOB-00120,Business Acumen,Soft Skill,Data Analyst
JOB-00120,Attention to Detail,Soft Skill,Data Analyst
JOB-00120,NumPy,Tool,Data Analyst
JOB-00120,Excel,TOOL,Data Analyst
JOB-00120,Regression Analysis,Technical,Data Analyst
JOB-00120,Communication,Soft Skill,Data Analyst
JOB-00120,Tableau,Tool,Data Analyst
JOB-00121,A/B Testing,Technical,Data Analyst
JOB-00121,Regression Analysis,Technical,Data Analyst
JOB-00121,Python,Technical,Data Analyst
JOB-00121,Communication,Soft Skill,Data Analyst
JOB-00121,ETL Process,Technical,Data Analyst
JOB-00121,Power BI,Tool,Data Analyst
JOB-00121,Hypothesis Testing,Technical,Data Analyst
JOB-00121,Attention to Detail,Soft Skill,Data Analyst
JOB-00121,Excel,Tool,Data Analyst
JOB-00121,Problem Solving,,Data Analyst
JOB-00121,Data Modeling,Technical,Data Analyst
JOB-00121,Pandas,Tool,Data Analyst
JOB-00121,S Q L,Technical,Data Analyst
JOB-00121,Analytical Thinking, Soft Skill ,Data Analyst
JOB-00121,Google Sheets,Tool,Data Analyst
JOB-00122,Analytical Thinking,Soft Skill,Data Analyst
JOB-00122,Statistics,Technical,Data Analyst
JOB-00122,Pandas,Tool,Data Analyst
JOB-00122,Google Sheets,Tool,Data Analyst
JOB-00122,Business Acumen,SOFT SKILL,Data Analyst
JOB-00122,SQL,Technical,Data Analyst
JOB-00122,python ,Technical,Data Analyst
JOB-00122,Hypothesis Testing,Technical,Data Analyst
JOB-00122,ETL Process,Technical,Data Analyst
JOB-00122,Attention to Detail,Soft Skill,Data Analyst
JOB-00122,Excel,,Data Analyst
JOB-00122,Jupyter Notebook,Tool,Data Analyst
JOB-00122,Tableau,Tool,Data Analyst
JOB-00122,Communication,Soft Skill,Data Analyst
JOB-00123,PYTHON,Technical,Data Analyst
JOB-00123,SQL,Technical,Data Analyst
JOB-00123,Attention to Detail,Soft Skill,Data Analyst
JOB-00123,Statistics,Technical,Data Analyst
JOB-00123,Power BI,Tool,Data Analyst
JOB-00123,Excel,Tool,Data Analyst
JOB-00123,Regression Analysis,Technical,Data Analyst
JOB-00123,Problem Solving,Soft Skill,Data Analyst
JOB-00124,Business Acumen,Soft Skill,Data Analyst
JOB-00124,Pandas,Tool,Data Analyst
JOB-00124,Attention to Detail,Soft Skill,Data Analyst
JOB-00124,Python,Technical,Data Analyst
JOB-00124,Excel,Tool,Data Analyst
JOB-00124,ETL Process,Technical,Data Analyst
JOB-00124,Analytical Thinking,Soft Skill,Data Analyst
JOB-00124,NumPy,Tool,Data Analyst
JOB-00124,DATA MODELING,Technical,Data Analyst
JOB-00124,Tableau,Tool,Data Analyst
JOB-00124,google sheets,Tool,Data Analyst
JOB-00124,Regression Analysis,Technical,Data Analyst
JOB-00124,SQL,Technical,Data Analyst
JOB-00124,Statistics,Technical,Data Analyst
JOB-00125,Problem Solving,Soft Skill,Data Analyst
JOB-00125,Pandas,Tool,Data Analyst
JOB-00125,Power BI,Tool,Data Analyst
JOB-00125,SQL,Technical,Data Analyst
JOB-00125,Jupyter Notebook,Tool,Data Analyst
JOB-00125,Tableau, Tool ,Data Analyst
JOB-00125, Statistics ,Technical,Data Analyst
JOB-00125,Business Acumen,Soft Skill,Data Analyst
JOB-00125,Communication,Soft Skill,Data Analyst
JOB-00125,Google Sheets,Tool,Data Analyst
JOB-00125,A/B Testing,Technical,Data Analyst
JOB-00125,Regression Analysis,Technical,Data Analyst
JOB-00126,Python,Technical,Data Analyst
JOB-00126,Power BI,,Data Analyst
JOB-00126,Communication,Soft Skill,Data Analyst
JOB-00126, TABLEAU ,Tool,Data Analyst
JOB-00126,Analytical Thinking,Soft Skill,Data Analyst
JOB-00126,Data Modeling,Technical,Data Analyst
JOB-00126,ETL Process,Technical,Data Analyst
JOB-00126,Statistics,Technical,Data Analyst
JOB-00126,Regression Analysis,Technical,Data Analyst
JOB-00126,Attention to Detail,Soft Skill,Data Analyst
JOB-00126,A/B Testing,technical,Data Analyst
JOB-00126,Pandas,Tool,Data Analyst
JOB-00126,Business Acumen,Soft Skill,Data Analyst
JOB-00127,SQL,technical,Data Analyst
JOB-00127,Tableau,Tool,Data Analyst
JOB-00127,Attention to Detail,Soft Skill,Data Analyst
JOB-00127,Power BI,Tool,Data Analyst
JOB-00127,Google Sheets,Tool,Data Analyst
JOB-00127,Communication,Soft Skill,Data Analyst
JOB-00127,A/B Testing,Technical,Data Analyst
JOB-00127,,Soft Skill,Data Analyst
JOB-00127,Business Acumen,Soft Skill,Data Analyst
JOB-00127,Data Modeling,Technical,Data Analyst
JOB-00127,Excel,Tool,Data Analyst
JOB-00127,ETL Process,Technical,Data Analyst
JOB-00128,NumPy,Tool,Data Analyst
JOB-00128,Communication,Soft Skill,Data Analyst
JOB-00128,Excel,Tool,Data Analyst
JOB-00128,,Soft Skill,Data Analyst
JOB-00128,Power BI,Tool,Data Analyst
JOB-00128,Statistics,Technical,Data Analyst
JOB-00128,Jupyter Notebook,Tool,Data Analyst
JOB-00128,ETL Process,Technical,Data Analyst
JOB-00129,Hypothesis Testing,Technical,Data Analyst
JOB-00129,Business Acumen,Soft Skill,Data Analyst
JOB-00129,Statistics,Technical,Data Analyst
JOB-00129,Data Modeling,Technical,Data Analyst
JOB-00129,Problem Solving,Soft Skill,Data Analyst
JOB-00129,NumPy,Tool,Data Analyst
JOB-00129,,Tool,Data Analyst
JOB-00129,Pandas,Tool,Data Analyst
JOB-00130,Communication,Soft Skill,Data Analyst
JOB-00130,Tableau,Tool,Data Analyst
JOB-00130,Business Acumen,Soft Skill,Data Analyst
JOB-00130,Excel,Tool,Data Analyst
JOB-00130,Google Sheets,Tool,Data Analyst
JOB-00130,NumPy,tool,Data Analyst
JOB-00130,Statistics,TECHNICAL,Data Analyst
JOB-00130,Problem Solving,Soft Skill,Data Analyst
JOB-00130,SQL,Technical,Data Analyst
JOB-00130,Python,Technical,Data Analyst
JOB-00131,Jupyter Notebook,Tool,Data Analyst
JOB-00131,,Soft Skill,Data Analyst
JOB-00131,SQL,Technical,Data Analyst
JOB-00131,Analytical Thinking,Soft Skill,Data Analyst
JOB-00131,,Technical,Data Analyst
JOB-00131,Communication,Soft Skill,Data Analyst
JOB-00131,Power BI,Tool,Data Analyst
JOB-00131,Hypothesis Testing,Technical,Data Analyst
JOB-00131,Excel,Tool,Data Analyst
JOB-00132,A/B Testing,Technical,Data Analyst
JOB-00132,Tableau,Tool,Data Analyst
JOB-00132,Communication,Soft Skill,Data Analyst
JOB-00132,Regression Analysis,Technical,Data Analyst
JOB-00132,Statistics,Technical,Data Analyst
JOB-00132,Jupyter Notebook,Tool,Data Analyst
JOB-00132,SQL,Technical,Data Analyst
JOB-00132,etl process,Technical,Data Analyst
JOB-00132,MS-Excel,Tool,Data Analyst
JOB-00132, Problem Solving ,,Data Analyst
JOB-00132,Analytical Thinking,Soft Skill,Data Analyst
JOB-00132,Power BI,Tool,Data Analyst
JOB-00133,Business Acumen,,Data Analyst
JOB-00133,NumPy,,Data Analyst
JOB-00133,SQL,Technical,Data Analyst
JOB-00133,Google Sheets,,Data Analyst
JOB-00133,Regression Analysis,Technical,Data Analyst
JOB-00133,Statistics,Technical,Data Analyst
JOB-00133,Problem Solving,,Data Analyst
JOB-00133,,Technical,Data Analyst
JOB-00133,Analytical Thinking,Soft Skill,Data Analyst
JOB-00134,Jupyter Notebook,Tool,Data Analyst
JOB-00134,Power BI,tool,Data Analyst
JOB-00134,Hypothesis Testing,,Data Analyst
JOB-00134,Data Modeling,Technical,Data Analyst
JOB-00134,Python,Technical,Data Analyst
JOB-00134,NumPy,Tool,Data Analyst
JOB-00134,Attention to Detail,Soft Skill,Data Analyst
JOB-00134,Problem Solving,Soft Skill,Data Analyst
JOB-00135,Google Sheets,TOOL,Data Analyst
JOB-00135,ETL Process,Technical,Data Analyst
JOB-00135,Attention to Detail,Soft Skill,Data Analyst
JOB-00135,Pandas,Tool,Data Analyst
JOB-00135,SQL,Technical,Data Analyst
JOB-00135,Excel,,Data Analyst
JOB-00135,Tableau,Tool,Data Analyst
JOB-00135,Problem Solving,Soft Skill,Data Analyst
JOB-00135,Power-BI,,Data Analyst
JOB-00136,SQL,Technical,Data Analyst
JOB-00136,Excel,Tool,Data Analyst
JOB-00136,Python,Technical,Data Analyst
JOB-00136,Analytical Thinking,Soft Skill,Data Analyst
JOB-00136,Attention to Detail,Soft Skill,Data Analyst
JOB-00136,Hypothesis Testing,Technical,Data Analyst
JOB-00136,Problem Solving, Soft Skill ,Data Analyst
JOB-00136,Communication, Soft Skill ,Data Analyst
JOB-00136,Business Acumen,Soft Skill,Data Analyst
JOB-00136,NumPy,,Data Analyst
JOB-00136,Regression Analysis,Technical,Data Analyst
JOB-00136,Google Sheets,Tool,Data Analyst
JOB-00137,SQL, Technical ,Data Analyst
JOB-00137, JUPYTER NOTEBOOK ,Tool,Data Analyst
JOB-00137,,Tool,Data Analyst
JOB-00137,ETL Process,Technical,Data Analyst
JOB-00137,Python,Technical,Data Analyst
JOB-00137,Tableau,Tool,Data Analyst
JOB-00137,Hypothesis Testing,Technical,Data Analyst
JOB-00137,Pandas,Tool,Data Analyst
JOB-00137,Analytical Thinking,Soft Skill,Data Analyst
JOB-00137,Attention to Detail,Soft Skill,Data Analyst
JOB-00137,Communication,Soft Skill,Data Analyst
JOB-00137,Google Sheets,Tool,Data Analyst
JOB-00137,Business Acumen,,Data Analyst
JOB-00138,ETL Process,Technical,Data Analyst
JOB-00138,Communication,Soft Skill,Data Analyst
JOB-00138,Python,technical,Data Analyst
JOB-00138,Pandas,Tool,Data Analyst
JOB-00138,Business Acumen,Soft Skill,Data Analyst
JOB-00138,Problem Solving,Soft Skill,Data Analyst
JOB-00138,Power BI,Tool,Data Analyst
JOB-00138,SQL,Technical,Data Analyst
JOB-00138,NumPy,Tool,Data Analyst
JOB-00139,Attention to Detail,Soft Skill,Data Analyst
JOB-00139,Google Sheets,Tool,Data Analyst
JOB-00139,,soft skill,Data Analyst
JOB-00139,Problem Solving,Soft Skill,Data Analyst
JOB-00139,Pandas,Tool,Data Analyst
JOB-00139,Power-BI,Tool,Data Analyst
JOB-00139,Excel,Tool,Data Analyst
JOB-00139,Regression Analysis,Technical,Data Analyst
JOB-00139,Analytical Thinking,Soft Skill,Data Analyst
JOB-00139,NumPy,Tool,Data Analyst
JOB-00139,Hypothesis Testing,technical,Data Analyst
JOB-00139,A/B Testing,Technical,Data Analyst
JOB-00139,SQL,Technical,Data Analyst
JOB-00139,ETL Process,Technical,Data Analyst
JOB-00139,Python,Technical,Data Analyst
JOB-00140, NumPy ,Tool,Data Analyst
JOB-00140,Attention to Detail,Soft Skill,Data Analyst
JOB-00140,Pandas,Tool,Data Analyst
JOB-00140,Analytical Thinking,Soft Skill,Data Analyst
JOB-00140,Power BI,Tool,Data Analyst
JOB-00140,SQL,Technical,Data Analyst
JOB-00140,ETL Process,Technical,Data Analyst
JOB-00140,,Technical,Data Analyst
JOB-00140,Tableau,Tool,Data Analyst
JOB-00140,Python,Technical,Data Analyst
JOB-00140,Statistics,Technical,Data Analyst
JOB-00140,Hypothesis Testing,Technical,Data Analyst
JOB-00140,Business Acumen,Soft Skill,Data Analyst
JOB-00140,Regression Analysis,Technical,Data Analyst
JOB-00140, Jupyter Notebook ,Tool,Data Analyst
JOB-00141,Hypothesis Testing,Technical,Data Analyst
JOB-00141,Data Modeling,Technical,Data Analyst
JOB-00141,Power BI,Tool,Data Analyst
JOB-00141,Python,Technical,Data Analyst
JOB-00141,SQL,Technical,Data Analyst
JOB-00141,Regression Analysis,Technical,Data Analyst
JOB-00141,Communication,Soft Skill,Data Analyst
JOB-00141,Pandas,Tool,Data Analyst
JOB-00141,Excel,Tool,Data Analyst
JOB-00141,Business Acumen,Soft Skill,Data Analyst
JOB-00141,Tableau,Tool,Data Analyst
JOB-00141,Statistics,Technical,Data Analyst
JOB-00142,Regression Analysis,Technical,Data Analyst
JOB-00142,Power BI,Tool,Data Analyst
JOB-00142,Problem Solving,Soft Skill,Data Analyst
JOB-00142,Tableau,Tool,Data Analyst
JOB-00142,Jupyter Notebook,Tool,Data Analyst
JOB-00142,Business Acumen,Soft Skill,Data Analyst
JOB-00142,Statistics,Technical,Data Analyst
JOB-00142,ETL Process,Technical,Data Analyst
JOB-00142,Excel,Tool,Data Analyst
JOB-00142,Attention to Detail,Soft Skill,Data Analyst
JOB-00142,Google Sheets,Tool,Data Analyst
JOB-00142,Pandas,Tool,Data Analyst
JOB-00143,Business Acumen,Soft Skill,Data Analyst
JOB-00143,Communication,Soft Skill,Data Analyst
JOB-00143,Python,Technical,Data Analyst
JOB-00143,NumPy,Tool,Data Analyst
JOB-00143,ETL Process,Technical,Data Analyst
JOB-00143,Pandas,Tool,Data Analyst
JOB-00143,Google Sheets,Tool,Data Analyst
JOB-00143,SQL,Technical,Data Analyst
JOB-00143,A/B Testing,Technical,Data Analyst
JOB-00143,Tableau,Tool,Data Analyst
JOB-00143,Excel,Tool,Data Analyst
JOB-00143,Analytical Thinking,Soft Skill,Data Analyst
JOB-00143, Statistics ,Technical,Data Analyst
JOB-00143,Regression Analysis,Technical,Data Analyst
JOB-00143,Attention to Detail,Soft Skill,Data Analyst
JOB-00144,A/B Testing,Technical,Data Analyst
JOB-00144,Pandas,Tool,Data Analyst
JOB-00144,Python,Technical,Data Analyst
JOB-00144,,Tool,Data Analyst
JOB-00144,Attention to Detail,Soft Skill,Data Analyst
JOB-00144,Problem Solving,Soft Skill,Data Analyst
JOB-00144,Jupyter Notebook,Tool,Data Analyst
JOB-00144,SQL,Technical,Data Analyst
JOB-00144,Power BI,Tool,Data Analyst
JOB-00144,Statistics,Technical,Data Analyst
JOB-00144,Excel,Tool,Data Analyst
JOB-00144,Regression Analysis,Technical,Data Analyst
JOB-00144,Tableau,Tool,Data Analyst
JOB-00144,Data Modeling,Technical,Data Analyst
JOB-00145,Regression Analysis,Technical,Data Analyst
JOB-00145,Analytical Thinking,Soft Skill,Data Analyst
JOB-00145,NumPy,Tool,Data Analyst
JOB-00145,Problem Solving,Soft Skill,Data Analyst
JOB-00145,Jupyter Notebook,Tool,Data Analyst
JOB-00145,Excel,Tool,Data Analyst
JOB-00145,Google Sheets,Tool,Data Analyst
JOB-00145,ETL Process,Technical,Data Analyst
JOB-00145,Hypothesis Testing,Technical,Data Analyst
JOB-00145,A/B Testing,Technical,Data Analyst
JOB-00146,Problem Solving, soft skill ,Data Analyst
JOB-00146,Attention to Detail,Soft Skill,Data Analyst
JOB-00146,Excel,Tool,Data Analyst
JOB-00146,Regression Analysis,Technical,Data Analyst
JOB-00146,Pandas,Tool,Data Analyst
JOB-00146,A/B Testing,Technical,Data Analyst
JOB-00146,,Tool,Data Analyst
JOB-00146,Statistics,Technical,Data Analyst
JOB-00146,Communication,Soft Skill,Data Analyst
